order_item_id,order_id,product_id,quantity,unit_price
156,52,1,2,193.16
157,53,14,3,457.0
158,53,20,3,449.42
159,54,15,2,110.25
160,54,7,3,269.4
161,54,16,3,200.84
162,54,6,3,306.52
163,55,17,3,75.72
164,55,20,2,449.42
165,55,3,1,85.51
166,56,8,1,85.88
167,56,5,1,352.4
168,56,2,1,319.66
169,57,3,2,85.51
170,57,14,3,457.0
171,57,19,1,374.77
172,57,13,2,137.53
173,57,13,1,137.53
174,58,4,2,108.71
175,59,17,2,75.72
176,59,2,3,319.66
177,60,15,1,110.25
178,61,18,3,127.08
179,61,11,2,118.38
180,61,20,3,449.42
181,61,17,2,75.72
182,61,18,2,127.08
183,62,15,2,110.25
184,62,8,3,85.88
185,62,9,3,138.62
186,62,16,3,200.84
187,63,15,1,110.25
188,63,10,1,343.88
189,63,9,2,138.62
190,64,3,1,85.51
191,64,5,1,352.4
192,64,13,3,137.53
193,64,5,3,352.4
194,64,7,1,269.4
195,65,11,3,118.38
196,65,15,2,110.25
197,65,2,1,319.66
198,65,14,2,457.0
199,66,1,3,193.16
200,66,13,2,137.53
201,66,1,2,193.16
202,66,10,2,343.88
203,66,14,3,457.0
204,67,20,1,449.42
205,67,16,1,200.84
206,67,9,2,138.62
207,67,16,1,200.84
208,67,13,2,137.53
209,68,6,2,306.52
210,68,5,3,352.4
211,68,18,1,127.08
212,68,13,3,137.53
213,69,3,3,85.51
214,70,15,1,110.25
215,70,2,2,319.66
216,71,7,2,269.4
217,71,11,2,118.38
218,71,13,2,137.53
219,72,9,1,138.62
220,72,16,1,200.84
221,72,18,1,127.08
222,72,12,1,403.5
223,73,2,1,319.66
224,74,1,3,193.16
225,74,5,1,352.4
226,75,4,3,108.71
227,75,7,2,269.4
228,75,9,2,138.62
229,75,6,3,306.52
230,76,6,2,306.52
231,77,1,2,193.16
232,77,19,3,374.77
233,77,13,2,137.53
234,77,7,1,269.4
235,77,19,3,374.77
236,78,4,3,108.71
237,78,10,3,343.88
238,79,19,1,374.77
239,80,14,3,457.0
240,80,12,1,403.5
241,80,17,3,75.72
242,80,11,1,118.38
243,80,14,2,457.0
244,81,12,3,403.5
245,81,15,3,110.25
246,81,5,2,352.4
247,81,6,3,306.52
248,82,20,3,449.42
249,82,16,2,200.84
250,82,14,3,457.0
251,83,11,1,118.38
252,83,3,2,85.51
253,83,15,1,110.25
254,84,19,3,374.77
255,84,13,2,137.53
256,84,1,2,193.16
257,84,11,1,118.38
258,85,12,2,403.5
259,85,11,2,118.38
260,86,18,1,127.08
261,86,17,1,75.72
262,86,3,1,85.51
263,87,16,3,200.84
264,87,8,3,85.88
265,87,16,3,200.84
266,87,16,2,200.84
267,88,10,1,343.88
268,89,10,3,343.88
269,89,19,2,374.77
270,90,17,2,75.72
271,90,14,3,457.0
272,90,18,2,127.08
273,90,12,3,403.5
274,90,15,2,110.25
275,91,8,1,85.88
276,91,7,2,269.4
277,91,4,3,108.71
278,92,7,1,269.4
279,92,16,2,200.84
280,93,17,3,75.72
281,93,10,1,343.88
282,93,7,2,269.4
283,93,8,2,85.88
284,93,6,2,306.52
285,94,5,2,352.4
286,94,2,1,319.66
287,94,18,2,127.08
288,94,5,3,352.4
289,94,16,1,200.84
290,95,10,2,343.88
291,95,16,2,200.84
292,95,11,1,118.38
293,95,2,2,319.66
294,95,16,1,200.84
295,96,16,1,200.84
296,96,19,3,374.77
297,96,2,1,319.66
298,96,5,3,352.4
299,97,8,1,85.88
300,98,20,3,449.42
301,98,20,1,449.42
302,98,17,2,75.72
303,98,15,2,110.25
304,99,14,2,457.0
305,99,19,3,374.77
306,99,2,3,319.66
307,99,4,1,108.71
308,99,7,2,269.4
309,100,6,1,306.52
310,101,3,1,85.51
311,101,1,2,193.16
312,101,15,3,110.25
313,101,20,2,449.42
314,101,10,1,343.88
315,102,10,3,343.88
316,102,15,1,110.25
317,102,8,2,85.88
318,103,7,2,269.4
319,103,4,3,108.71
320,103,8,3,85.88
321,103,5,2,352.4
322,103,5,1,352.4
323,104,10,3,343.88
324,104,19,2,374.77
325,105,15,3,110.25
326,106,9,3,138.62
327,106,18,2,127.08
328,106,15,1,110.25
329,106,20,1,449.42
330,107,20,2,449.42
331,107,1,1,193.16
332,107,8,3,85.88
333,108,1,3,193.16
334,108,9,3,138.62
335,108,2,1,319.66
336,108,16,3,200.84
337,108,15,2,110.25
338,109,14,3,457.0
339,109,16,1,200.84
340,109,16,2,200.84
341,109,14,2,457.0
342,109,11,3,118.38
343,110,11,2,118.38
344,110,16,2,200.84
345,111,18,1,127.08
346,111,15,1,110.25
347,111,11,2,118.38
348,111,11,1,118.38
349,112,17,1,75.72
350,112,18,2,127.08
351,112,14,1,457.0
352,112,7,3,269.4
353,113,16,3,200.84
354,113,15,1,110.25
355,113,7,2,269.4
356,113,18,1,127.08
357,113,10,2,343.88
358,114,4,1,108.71
359,114,20,1,449.42
360,114,6,2,306.52
361,114,18,1,127.08
362,115,3,1,85.51
363,115,4,2,108.71
364,115,4,3,108.71
365,115,5,2,352.4
366,116,17,3,75.72
367,116,9,2,138.62
368,116,16,2,200.84
369,117,18,1,127.08
370,117,13,1,137.53
371,117,20,3,449.42
372,117,5,1,352.4
373,118,11,3,118.38
374,118,9,1,138.62
375,118,10,3,343.88
376,118,10,3,343.88
377,119,5,2,352.4
378,119,18,2,127.08
379,119,12,2,403.5
380,119,18,3,127.08
381,120,11,1,118.38
382,120,8,3,85.88
383,120,13,1,137.53
384,120,14,1,457.0
385,121,13,2,137.53
386,121,5,2,352.4
387,121,2,1,319.66
388,121,17,3,75.72
389,122,15,1,110.25
390,123,1,3,193.16
391,123,5,2,352.4
392,123,5,1,352.4
393,123,16,2,200.84
394,124,13,3,137.53
395,124,3,2,85.51
396,124,18,2,127.08
397,124,11,3,118.38
398,124,16,3,200.84
399,125,3,1,85.51
400,125,10,1,343.88
401,125,3,2,85.51
402,125,4,3,108.71
403,125,4,2,108.71
404,126,1,1,193.16
405,126,11,1,118.38
406,126,10,2,343.88
407,127,5,1,352.4
408,127,17,2,75.72
409,127,19,3,374.77
410,127,6,1,306.52
411,128,20,2,449.42
412,129,16,3,200.84
413,129,5,1,352.4
414,130,15,2,110.25
415,130,1,2,193.16
416,130,10,3,343.88
417,131,3,2,85.51
418,131,12,3,403.5
419,132,9,2,138.62
420,132,10,1,343.88
421,132,13,2,137.53
422,132,4,1,108.71
423,133,12,3,403.5
424,133,10,3,343.88
425,133,10,1,343.88
426,133,13,2,137.53
427,133,1,3,193.16
428,134,20,3,449.42
429,135,8,3,85.88
430,135,12,1,403.5
431,135,7,3,269.4
432,136,4,3,108.71
433,136,2,2,319.66
434,137,19,2,374.77
435,138,3,2,85.51
436,138,11,3,118.38
437,139,7,1,269.4
438,139,18,2,127.08
439,140,9,1,138.62
440,140,9,2,138.62
441,140,10,3,343.88
442,140,11,1,118.38
443,140,15,1,110.25
444,141,13,3,137.53
445,141,12,1,403.5
446,142,9,3,138.62
447,143,12,3,403.5
448,143,9,3,138.62
449,143,13,3,137.53
450,143,12,1,403.5
451,144,16,1,200.84
452,144,20,3,449.42
453,145,8,3,85.88
454,145,3,3,85.51
455,145,15,3,110.25
456,145,10,3,343.88
457,145,14,1,457.0
458,146,2,2,319.66
459,147,4,1,108.71
460,148,13,2,137.53
461,148,12,3,403.5
462,149,14,3,457.0
463,149,5,2,352.4
464,149,4,2,108.71
465,149,20,2,449.42
466,149,9,1,138.62
467,150,7,2,269.4
468,150,15,1,110.25
469,150,12,1,403.5
470,151,18,3,127.08
471,151,12,1,403.5
472,151,13,2,137.53
473,152,15,1,110.25
474,153,20,1,449.42
475,153,2,2,319.66
476,154,19,1,374.77
477,154,3,3,85.51
478,155,7,1,269.4
479,155,11,1,118.38
480,155,20,1,449.42
481,155,9,1,138.62
482,155,5,3,352.4
483,156,4,3,108.71
484,156,1,1,193.16
485,157,8,3,85.88
486,157,11,1,118.38
487,157,6,2,306.52
488,158,14,3,457.0
489,158,4,3,108.71
490,159,15,2,110.25
491,159,17,3,75.72
492,159,4,2,108.71
493,159,17,1,75.72
494,160,17,2,75.72
495,161,2,2,319.66
496,162,4,2,108.71
497,162,15,1,110.25
498,162,3,2,85.51
499,162,20,1,449.42
500,163,9,3,138.62
501,163,19,3,374.77
502,164,13,3,137.53
503,164,17,2,75.72
504,164,15,3,110.25
505,165,4,3,108.71
506,165,4,3,108.71
507,165,18,3,127.08
508,165,7,2,269.4
509,166,14,2,457.0
510,166,15,2,110.25
511,167,11,2,118.38
512,168,12,1,403.5
513,168,16,1,200.84
514,168,3,1,85.51
515,169,4,3,108.71
516,169,12,1,403.5
517,169,18,1,127.08
518,169,19,3,374.77
519,170,4,2,108.71
520,170,12,3,403.5
521,170,14,3,457.0
522,171,20,2,449.42
523,171,12,1,403.5
524,171,19,3,374.77
525,172,16,1,200.84
526,172,4,2,108.71
527,173,4,2,108.71
528,173,19,1,374.77
529,173,14,3,457.0
530,174,20,3,449.42
531,174,18,1,127.08
532,174,20,3,449.42
533,174,9,1,138.62
534,174,6,2,306.52
535,175,11,2,118.38
536,175,1,1,193.16
537,175,5,3,352.4
538,176,3,1,85.51
539,176,1,1,193.16
540,176,17,1,75.72
541,176,13,2,137.53
542,177,6,2,306.52
543,177,10,3,343.88
544,177,11,3,118.38
545,178,2,1,319.66
546,179,2,3,319.66
547,179,3,2,85.51
548,179,15,3,110.25
549,179,14,2,457.0
550,179,20,2,449.42
551,180,7,3,269.4
552,180,4,2,108.71
553,180,14,1,457.0
554,181,16,3,200.84
555,181,10,1,343.88
556,181,8,2,85.88
557,181,20,1,449.42
558,181,1,1,193.16
559,182,5,2,352.4
560,182,10,2,343.88
561,183,16,3,200.84
562,184,5,2,352.4
563,184,18,3,127.08
564,185,18,3,127.08
565,185,12,1,403.5
566,185,13,3,137.53
567,185,2,2,319.66
568,185,1,2,193.16
569,186,19,2,374.77
570,186,19,2,374.77
571,186,14,2,457.0
572,187,1,2,193.16
573,187,6,3,306.52
574,187,15,3,110.25
575,187,12,1,403.5
576,188,8,2,85.88
577,189,17,1,75.72
578,189,13,2,137.53
579,189,11,1,118.38
580,189,11,1,118.38
581,190,4,3,108.71
582,190,17,1,75.72
583,190,12,2,403.5
584,190,5,1,352.4
585,190,4,1,108.71
586,191,6,3,306.52
587,191,5,3,352.4
588,192,16,2,200.84
589,192,19,3,374.77
590,193,20,2,449.42
591,193,11,1,118.38
592,193,15,1,110.25
593,193,16,2,200.84
594,193,10,2,343.88
595,194,12,3,403.5
596,195,15,2,110.25
597,195,2,1,319.66
598,195,12,2,403.5
599,196,20,3,449.42
600,197,15,3,110.25
601,197,18,3,127.08
602,197,2,2,319.66
603,197,19,3,374.77
604,198,20,2,449.42
605,198,17,1,75.72
606,198,2,2,319.66
607,199,3,3,85.51
608,199,6,1,306.52
609,199,8,3,85.88
610,200,17,3,75.72
611,200,20,1,449.42
612,200,12,2,403.5
613,200,10,2,343.88
